image_name,left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y
994.jpg,65,36,30,38
995.jpg,69,37,28,35
996.jpg,68,39,29,36
997.jpg,64,39,26,38
998.jpg,65,37,28,38
999.jpg,67,39,28,36
1000.jpg,66,33,30,34
1001.jpg,65,36,30,36
1002.jpg,67,42,29,37
1003.jpg,67,35,30,36
1004.jpg,66,36,30,35
1005.jpg,64,35,32,33
1006.jpg,64,38,27,41
1007.jpg,66,36,28,35
1008.jpg,66,37,26,36
1009.jpg,65,35,30,35
1010.jpg,65,35,28,35
1011.jpg,64,34,31,37
1012.jpg,66,36,28,35
1013.jpg,65,35,29,35
1014.jpg,65,36,25,36
1015.jpg,65,33,31,34
1016.jpg,67,36,28,35
1017.jpg,69,33,30,35
1018.jpg,64,35,30,32
1019.jpg,65,38,27,41
1020.jpg,69,37,29,35
1021.jpg,66,37,31,37
1022.jpg,64,35,29,37
1023.jpg,65,36,29,35
1024.jpg,69,39,29,36
1025.jpg,65,36,30,36
1026.jpg,66,34,31,34
1027.jpg,69,37,29,37
1028.jpg,67,38,29,37
1029.jpg,65,31,26,34
1030.jpg,65,36,29,35
1031.jpg,67,39,28,40
1032.jpg,67,36,29,33
1033.jpg,64,34,30,34
1034.jpg,68,37,28,36
1035.jpg,65,34,30,38
1036.jpg,65,34,31,36
1037.jpg,65,36,30,37
1038.jpg,68,40,32,38
1039.jpg,66,38,28,38
1040.jpg,67,38,29,38
1041.jpg,64,33,31,33
1042.jpg,68,37,30,36
1043.jpg,66,35,29,35
1044.jpg,68,35,31,34
1045.jpg,65,35,22,35
1046.jpg,65,36,31,37
1047.jpg,65,36,30,37
1048.jpg,65,38,28,38
1049.jpg,66,38,28,36
1050.jpg,65,40,29,38
1051.jpg,65,35,30,35
1052.jpg,65,36,29,36
1053.jpg,66,38,30,37
1054.jpg,67,34,25,35
1055.jpg,66,40,29,40
1056.jpg,65,36,28,37
1057.jpg,66,35,31,34
1058.jpg,67,40,29,37
1059.jpg,65,38,30,37
1060.jpg,67,36,29,37
1061.jpg,66,36,29,35
1062.jpg,65,35,29,39
1063.jpg,65,36,29,34
1064.jpg,64,37,30,37
1065.jpg,65,38,27,40
1066.jpg,68,38,28,37
1067.jpg,68,39,28,39
1068.jpg,66,34,30,35
1069.jpg,66,36,30,35
1070.jpg,67,37,30,35
1071.jpg,68,42,32,33
1072.jpg,64,34,28,35
1073.jpg,67,35,32,36
1074.jpg,65,37,29,34
1075.jpg,66,36,27,37
1076.jpg,65,36,29,37
1077.jpg,67,38,29,40
1078.jpg,66,37,29,37
1079.jpg,66,37,27,41
1080.jpg,65,38,31,37
1081.jpg,66,39,28,38
1082.jpg,68,38,26,36
1083.jpg,66,36,29,35
1084.jpg,66,39,30,38
1085.jpg,65,37,30,37
1086.jpg,67,35,29,36
1087.jpg,65,38,28,37
1088.jpg,67,38,30,35
1089.jpg,66,37,31,35
1090.jpg,66,37,30,36
1091.jpg,65,39,28,38
1092.jpg,67,39,28,37
1093.jpg,66,39,29,37
1094.jpg,66,36,30,36
1095.jpg,64,38,32,37
1096.jpg,66,35,27,36
1097.jpg,65,38,29,39
1098.jpg,66,37,30,37
1099.jpg,66,38,26,41
1100.jpg,63,35,32,34
1101.jpg,68,35,26,36
1102.jpg,68,34,26,35
1103.jpg,66,38,31,37
1104.jpg,67,39,30,35
1105.jpg,67,35,28,33
1106.jpg,66,38,29,35
1107.jpg,66,37,31,36
1108.jpg,69,35,27,36
1109.jpg,67,36,29,37
1110.jpg,65,38,31,37
1111.jpg,70,38,26,40
1112.jpg,67,35,29,36
1113.jpg,65,36,26,36
1114.jpg,70,37,27,37
1115.jpg,64,34,32,31
1116.jpg,67,38,28,37
1117.jpg,64,36,32,36
1118.jpg,69,38,29,37
1119.jpg,64,39,27,37
1120.jpg,68,34,29,36
1121.jpg,65,37,30,36
1122.jpg,66,37,31,39
1123.jpg,66,36,29,35
1124.jpg,66,34,29,33
1125.jpg,68,39,27,36
1126.jpg,66,38,31,39
1127.jpg,65,35,31,37
1128.jpg,67,35,26,39
1129.jpg,66,38,32,37
1130.jpg,65,36,28,36
1131.jpg,66,38,29,37
1132.jpg,66,38,28,41
1133.jpg,65,34,25,33
1134.jpg,64,39,26,41
1135.jpg,62,35,32,33
1136.jpg,65,38,29,37
1137.jpg,65,37,28,36
1138.jpg,67,35,29,35
1139.jpg,68,38,30,36
1140.jpg,66,37,30,36
1141.jpg,67,35,29,36
1142.jpg,64,36,28,36
1143.jpg,64,37,29,35
1144.jpg,67,34,29,35
1145.jpg,65,39,29,37
1146.jpg,63,34,29,34
1147.jpg,66,35,30,35
1148.jpg,65,37,31,36
1149.jpg,65,33,29,33
1150.jpg,65,36,30,38
1151.jpg,64,39,29,38
1152.jpg,67,34,30,34
1153.jpg,67,37,31,37
1154.jpg,67,37,27,38
1155.jpg,66,35,29,36
1156.jpg,66,39,29,36
1157.jpg,65,35,31,37
1158.jpg,66,37,32,36
1159.jpg,67,38,29,36
1160.jpg,70,36,27,35
1161.jpg,65,36,31,39
1162.jpg,65,37,30,41
1163.jpg,64,39,29,38
1164.jpg,66,35,29,34
1165.jpg,66,34,31,37
1166.jpg,67,34,27,36
1167.jpg,65,35,31,38
1168.jpg,65,37,28,36
1169.jpg,71,32,27,30
1170.jpg,65,38,30,37
1171.jpg,63,37,28,36
1172.jpg,66,35,27,38
1173.jpg,67,36,30,34
1174.jpg,64,36,29,38
1175.jpg,66,36,28,36
1176.jpg,66,34,28,36
1177.jpg,66,36,29,36
1178.jpg,69,42,27,40
1179.jpg,66,38,28,39
1180.jpg,63,31,27,38
1181.jpg,67,36,27,37
1182.jpg,67,37,28,39
1183.jpg,65,35,28,36
1184.jpg,66,39,26,40
1185.jpg,66,41,26,42
1186.jpg,65,37,30,37
1187.jpg,69,36,25,36
1188.jpg,66,36,26,37
1189.jpg,65,35,27,36
1190.jpg,64,34,28,33
1191.jpg,65,35,29,35
1192.jpg,65,35,28,35
1193.jpg,66,34,28,35
1194.jpg,65,43,25,42
1195.jpg,66,37,28,38
1196.jpg,68,35,28,35
1197.jpg,67,40,26,40
1198.jpg,64,36,29,37
1199.jpg,67,36,26,34
1200.jpg,65,34,28,33
1201.jpg,65,39,27,40
1202.jpg,69,35,28,35
1203.jpg,66,38,25,40
1204.jpg,64,37,30,37
1205.jpg,65,37,31,38
1206.jpg,68,37,29,35
1207.jpg,65,35,28,38
1208.jpg,65,36,30,35
1209.jpg,65,39,31,38
1210.jpg,67,39,27,40
1211.jpg,63,35,29,35
1212.jpg,66,34,28,36
1213.jpg,65,35,29,35
1214.jpg,65,38,26,41
1215.jpg,68,36,28,35
1216.jpg,66,33,27,37
1217.jpg,67,45,30,40
1218.jpg,65,36,29,37
1219.jpg,67,34,26,36
1220.jpg,66,38,28,39
1221.jpg,64,37,30,38
1222.jpg,63,34,29,37
1223.jpg,65,36,28,34
1224.jpg,66,40,30,41
1225.jpg,65,34,28,38
1226.jpg,65,39,28,34
1227.jpg,64,26,27,28
1228.jpg,64,38,24,41
1229.jpg,67,36,29,33
1230.jpg,68,51,26,48
1231.jpg,65,37,27,36
1232.jpg,66,37,29,35
1233.jpg,67,35,31,33
1234.jpg,65,37,27,35
1235.jpg,67,36,29,36
1236.jpg,65,38,30,37
1237.jpg,65,37,28,38
1238.jpg,67,42,28,40
1239.jpg,65,37,28,39
1240.jpg,67,37,30,35
1241.jpg,64,35,28,37
1242.jpg,64,37,25,40
1243.jpg,66,30,26,29
1244.jpg,66,39,28,37
1245.jpg,70,40,30,38
1246.jpg,68,37,28,36
1247.jpg,65,33,26,35
1248.jpg,67,34,28,34
1249.jpg,66,37,29,39
1250.jpg,68,36,29,34
1251.jpg,66,36,27,38
1252.jpg,68,38,25,36
1253.jpg,64,35,31,35
1254.jpg,63,35,30,35
1255.jpg,67,37,27,37
1256.jpg,65,35,27,37
1257.jpg,64,37,27,37
1258.jpg,66,38,27,41
1259.jpg,64,38,30,36
1260.jpg,66,23,25,24
1261.jpg,65,37,29,37
1262.jpg,66,36,31,35
1263.jpg,64,36,28,37
1264.jpg,65,36,29,37
1265.jpg,66,46,29,43
1266.jpg,65,39,27,39
1267.jpg,67,36,27,35
1268.jpg,68,39,27,35
1269.jpg,64,35,26,36
1270.jpg,67,35,27,36
1271.jpg,66,35,28,37
1272.jpg,65,36,27,37
1273.jpg,67,35,26,38
1274.jpg,66,36,28,36
1275.jpg,66,36,25,38
1276.jpg,67,36,29,37
1277.jpg,66,39,29,36
1278.jpg,67,37,28,33
1279.jpg,66,33,27,35
1280.jpg,65,35,26,37
1281.jpg,67,35,27,34
1282.jpg,65,34,30,36
1283.jpg,64,36,28,37
1284.jpg,68,40,29,38
1285.jpg,66,36,25,37
1286.jpg,62,36,22,38
1287.jpg,67,37,27,36
1288.jpg,67,33,27,36
1289.jpg,66,37,29,37
1290.jpg,64,37,28,39
1291.jpg,65,38,30,40
1292.jpg,65,36,31,36
1293.jpg,66,25,26,27
1294.jpg,65,36,30,36
1295.jpg,64,35,28,35
1296.jpg,66,39,26,39
1297.jpg,67,37,27,35
1298.jpg,67,35,28,34
1299.jpg,65,36,28,37
1300.jpg,65,36,27,37
1301.jpg,67,39,27,40
1302.jpg,66,37,28,39
1303.jpg,63,36,27,37
1304.jpg,67,35,23,33
1305.jpg,69,38,28,39
1306.jpg,64,35,28,35
1307.jpg,64,42,28,43
1308.jpg,66,39,28,37
1309.jpg,67,37,29,36
1310.jpg,67,38,29,39
1311.jpg,65,35,29,37
1312.jpg,67,37,31,37
1313.jpg,68,34,27,36
1314.jpg,65,35,28,39
1315.jpg,66,37,27,36
1316.jpg,65,38,29,36
1317.jpg,67,36,25,34
1318.jpg,64,38,29,36
1319.jpg,65,35,27,37
1320.jpg,67,35,26,34
1321.jpg,65,36,29,37
1322.jpg,64,38,31,37
1323.jpg,66,37,27,36
1324.jpg,65,38,29,37
1325.jpg,66,37,29,38
1326.jpg,66,38,30,37
1327.jpg,64,39,30,38
1328.jpg,65,36,30,36
1329.jpg,64,35,26,38
1330.jpg,65,37,30,39
1331.jpg,62,37,30,38
1332.jpg,65,34,28,37
1333.jpg,67,34,28,31
1334.jpg,65,38,27,37
1335.jpg,66,36,29,37
1336.jpg,65,29,29,31
1337.jpg,67,38,27,37
1338.jpg,66,36,28,35
1339.jpg,65,40,28,41
1340.jpg,63,39,25,40
1341.jpg,64,37,28,36
1342.jpg,66,35,27,38
1343.jpg,62,38,30,39
1344.jpg,65,37,30,36
1345.jpg,65,35,27,37
1346.jpg,67,35,29,37
1347.jpg,65,38,29,37
1348.jpg,65,38,28,38
1349.jpg,64,37,29,36
1350.jpg,65,36,28,36
1351.jpg,63,39,28,40
1352.jpg,63,38,31,39
1353.jpg,64,36,29,40
1354.jpg,64,35,28,34
1355.jpg,65,38,26,37
1356.jpg,65,37,31,36
1357.jpg,67,34,29,36
1358.jpg,66,36,28,37
1359.jpg,66,38,29,36
1360.jpg,64,35,28,38
1361.jpg,69,34,27,33
1362.jpg,65,37,30,39
1363.jpg,65,35,30,35
1364.jpg,65,35,27,37
1365.jpg,63,37,30,39
1366.jpg,66,35,28,37
1367.jpg,63,40,27,37
1368.jpg,63,37,28,35
1369.jpg,66,37,28,38
1370.jpg,65,33,26,31
1371.jpg,67,45,30,40
1372.jpg,63,37,29,39
1373.jpg,66,40,29,38
1374.jpg,68,35,28,36
1375.jpg,66,35,26,37
1376.jpg,65,38,27,40
1377.jpg,67,34,26,37
1378.jpg,66,35,28,36
1379.jpg,67,43,41,42
1380.jpg,65,39,24,41
1381.jpg,63,34,30,34
1382.jpg,64,37,29,37
1383.jpg,65,39,29,40
1384.jpg,64,36,28,39
1385.jpg,64,34,28,37
1386.jpg,65,32,27,34
1387.jpg,64,36,28,38
1388.jpg,63,37,27,38
1389.jpg,68,34,24,33
1390.jpg,67,37,27,36
1391.jpg,66,37,29,38
1392.jpg,65,35,28,35
1393.jpg,66,38,30,41
1394.jpg,66,36,28,39
1395.jpg,64,38,29,33
1396.jpg,67,39,29,37
1397.jpg,64,35,29,35
1398.jpg,65,37,30,36
1399.jpg,68,35,25,34
1400.jpg,65,32,29,35
1401.jpg,67,39,27,36
1402.jpg,64,39,26,41
1403.jpg,69,32,26,32
1404.jpg,65,34,28,36
1405.jpg,66,36,29,37
1406.jpg,68,35,26,36
1407.jpg,64,35,28,37
1408.jpg,66,27,27,31
1409.jpg,65,36,29,38
1410.jpg,65,39,28,38
1411.jpg,66,38,27,38
1412.jpg,65,38,29,38
1413.jpg,65,36,29,35
1414.jpg,65,38,29,39
1415.jpg,65,35,28,35
1416.jpg,67,39,28,37
1417.jpg,64,33,29,36
1418.jpg,63,36,29,36
1419.jpg,64,36,28,36
1420.jpg,66,36,29,36
1421.jpg,64,36,31,38
1422.jpg,65,36,31,36
1423.jpg,66,41,29,42
1424.jpg,65,43,31,42
1425.jpg,65,35,29,35
1426.jpg,64,39,30,36
1427.jpg,66,36,27,35
1428.jpg,64,36,27,38
1429.jpg,69,36,28,31
1430.jpg,65,37,28,36
1431.jpg,66,36,30,36
1432.jpg,67,34,28,36
1433.jpg,66,34,27,35
1434.jpg,65,35,27,36
1435.jpg,63,37,30,39
1436.jpg,67,32,26,32
1437.jpg,67,38,29,38
1438.jpg,65,29,26,31
1439.jpg,67,32,26,35
1440.jpg,64,42,26,44
1441.jpg,65,36,29,37
1442.jpg,66,43,26,44
1443.jpg,65,38,31,37
1444.jpg,67,35,29,34
1445.jpg,66,33,26,36
1446.jpg,65,38,28,39
1447.jpg,65,36,28,36
1448.jpg,65,36,28,35
1449.jpg,62,37,28,38
1450.jpg,69,31,29,33
1451.jpg,66,35,29,36
1452.jpg,65,37,28,37
1453.jpg,67,38,27,36
1454.jpg,64,36,30,39
1455.jpg,72,28,29,26
1456.jpg,65,37,29,37
1457.jpg,66,35,31,34
1458.jpg,67,38,26,40
1459.jpg,64,37,28,38
1460.jpg,65,36,30,39
1461.jpg,66,35,28,34
1462.jpg,65,35,29,37
1463.jpg,66,38,29,35
1464.jpg,67,31,27,31
1465.jpg,65,36,27,36
1466.jpg,65,39,27,38
1467.jpg,64,38,29,36
1468.jpg,64,37,27,36
1469.jpg,65,37,31,35
1470.jpg,66,40,30,38
1471.jpg,66,36,27,36
1472.jpg,64,36,30,38
1473.jpg,67,38,28,38
1474.jpg,65,37,29,38
1475.jpg,64,35,28,37
1476.jpg,64,35,28,37
1477.jpg,65,33,27,35
1478.jpg,64,37,28,37
1479.jpg,67,35,29,33
1480.jpg,65,36,29,36
1481.jpg,66,38,28,37
1482.jpg,67,36,30,35
1483.jpg,65,36,27,39
1484.jpg,64,35,28,38
1485.jpg,63,36,28,39
1486.jpg,69,32,26,34
1487.jpg,67,36,28,35
1488.jpg,67,35,28,32
1489.jpg,65,39,27,36
1490.jpg,65,35,28,36
1491.jpg,66,38,30,34
1492.jpg,65,38,28,38
1493.jpg,68,35,30,33
1494.jpg,65,38,29,36
1495.jpg,67,38,29,35
1496.jpg,64,35,27,35
1497.jpg,68,32,28,30
1498.jpg,64,38,26,40
1499.jpg,66,38,29,38
1500.jpg,64,44,26,43
1501.jpg,66,33,31,35
1502.jpg,66,34,29,36
1503.jpg,67,36,30,34
1504.jpg,64,38,26,39
1505.jpg,64,37,29,39
1506.jpg,64,41,27,43
1507.jpg,70,33,26,33
1508.jpg,64,36,30,39
1509.jpg,67,35,28,34
1510.jpg,65,35,27,35
1511.jpg,66,36,27,35
1512.jpg,66,39,31,37
1513.jpg,66,35,28,35
1514.jpg,65,38,28,36
1515.jpg,66,37,27,35
1516.jpg,65,37,28,37
1517.jpg,66,36,29,36
1518.jpg,65,37,29,39
1519.jpg,67,37,29,37
1520.jpg,65,35,28,36
1521.jpg,66,39,28,39
1522.jpg,67,36,30,35
1523.jpg,73,44,31,42
1524.jpg,64,37,27,38
1525.jpg,65,34,30,35
1526.jpg,65,33,26,36
1527.jpg,68,36,28,36
1528.jpg,68,37,28,39
1529.jpg,64,37,28,37
1530.jpg,66,38,29,39
1531.jpg,65,35,30,34
1532.jpg,66,36,29,35
1533.jpg,64,37,30,35
1534.jpg,70,32,27,33
1535.jpg,66,35,29,35
1536.jpg,65,34,29,35
1537.jpg,66,35,29,35
1538.jpg,66,38,28,35
1539.jpg,65,35,30,36
1540.jpg,67,35,28,36
1541.jpg,66,37,27,38
1542.jpg,67,35,28,36
1543.jpg,66,37,28,37
1544.jpg,67,35,31,35
1545.jpg,68,32,27,31
1546.jpg,67,38,27,40
1547.jpg,67,41,28,40
1548.jpg,78,47,32,44
1549.jpg,65,35,28,34
1550.jpg,64,37,28,37
1551.jpg,67,34,30,35
1552.jpg,67,36,28,36
1553.jpg,66,33,29,34
1554.jpg,66,38,27,38
1555.jpg,68,33,28,36
1556.jpg,65,37,28,36
1557.jpg,67,35,29,35
1558.jpg,66,32,27,35
1559.jpg,65,39,29,38
1560.jpg,66,35,29,38
1561.jpg,65,35,30,35
1562.jpg,67,34,29,35
1563.jpg,65,36,29,35
1564.jpg,65,39,29,37
1565.jpg,64,39,30,36
1566.jpg,65,38,29,37
1567.jpg,67,37,28,33
1568.jpg,65,34,28,36
1569.jpg,65,31,28,32
1570.jpg,66,36,29,35
1571.jpg,67,33,29,30
1572.jpg,67,34,27,36
1573.jpg,64,38,29,38
1574.jpg,67,39,30,41
1575.jpg,64,38,29,36
1576.jpg,64,36,28,36
1577.jpg,68,41,26,40
1578.jpg,67,37,28,36
1579.jpg,64,34,27,37
1580.jpg,64,30,26,34
1581.jpg,66,37,29,39
1582.jpg,68,36,31,34
1583.jpg,66,35,30,34
1584.jpg,67,35,31,34
1585.jpg,65,31,28,40
1586.jpg,64,37,28,37
1587.jpg,68,40,33,37
1588.jpg,63,35,29,34
1589.jpg,69,39,32,36
1590.jpg,68,38,34,35
1591.jpg,67,38,31,34
1592.jpg,66,37,31,36
1593.jpg,68,34,28,37
1594.jpg,64,38,31,38
1595.jpg,66,30,29,41
1596.jpg,67,38,31,39
1597.jpg,63,33,29,42
1598.jpg,69,35,30,34
1599.jpg,60,38,31,38
1600.jpg,68,36,31,37
1601.jpg,68,34,26,33
1602.jpg,66,37,28,37
1603.jpg,65,37,29,36
1604.jpg,63,35,30,38
1605.jpg,65,37,30,34
1606.jpg,67,39,34,38
1607.jpg,64,34,32,35
1608.jpg,60,31,31,39
1609.jpg,63,36,29,39
1610.jpg,63,36,26,37
1611.jpg,66,35,29,39
1612.jpg,61,37,33,39
1613.jpg,67,37,28,37
1614.jpg,65,35,31,39
1615.jpg,66,41,31,35
1616.jpg,66,38,31,35
1617.jpg,61,33,29,38
1618.jpg,67,35,31,34
1619.jpg,65,37,29,37
1620.jpg,65,37,31,39
1621.jpg,63,34,32,36
1622.jpg,63,38,30,34
1623.jpg,66,39,32,35
1624.jpg,62,36,30,36
1625.jpg,65,35,28,36
1626.jpg,63,38,26,37
1627.jpg,62,34,28,40
1628.jpg,64,30,27,38
1629.jpg,71,37,28,40
1630.jpg,64,36,34,40
1631.jpg,66,38,30,35
1632.jpg,65,33,26,37
1633.jpg,64,33,30,39
1634.jpg,62,29,30,37
1635.jpg,63,35,30,35
1636.jpg,64,35,30,38
1637.jpg,65,29,28,36
1638.jpg,65,36,28,37
1639.jpg,63,37,34,41
1640.jpg,62,42,29,40
1641.jpg,67,37,26,37
1642.jpg,66,41,35,31
1643.jpg,62,37,30,39
1644.jpg,67,41,27,39
1645.jpg,62,40,30,32
1646.jpg,65,38,31,34
1647.jpg,47,38,19,42
1648.jpg,65,40,31,34
1649.jpg,66,36,28,35
1650.jpg,43,39,20,39
1651.jpg,67,37,32,32
1652.jpg,66,37,30,27
1653.jpg,63,34,30,36
1654.jpg,68,36,30,38
1655.jpg,59,33,29,41
1656.jpg,65,28,31,34
1657.jpg,66,37,30,37
1658.jpg,64,36,29,40
1659.jpg,63,35,30,36
1660.jpg,63,42,31,37
1661.jpg,65,37,29,39
1662.jpg,69,34,29,39
1663.jpg,65,37,33,35
1664.jpg,65,39,27,41
1665.jpg,64,43,27,34
1666.jpg,67,40,35,36
1667.jpg,65,34,28,36
1668.jpg,67,37,27,37
1669.jpg,68,39,34,37
1670.jpg,67,37,29,34
1671.jpg,63,37,29,38
1672.jpg,65,38,32,34
1673.jpg,65,38,29,36
1674.jpg,62,35,29,41
1675.jpg,63,36,28,41
1676.jpg,64,34,28,39
1677.jpg,66,36,27,36
1678.jpg,67,32,24,32
1679.jpg,62,39,32,37
1680.jpg,64,34,32,38
1681.jpg,65,40,31,40
1682.jpg,70,32,27,31
1683.jpg,65,39,30,40
1684.jpg,65,36,31,37
1685.jpg,64,38,29,38
1686.jpg,68,37,31,40
1687.jpg,64,32,31,39
1688.jpg,65,34,29,38
1689.jpg,68,39,28,38
1690.jpg,73,38,32,28
1691.jpg,62,34,27,40
1692.jpg,65,36,29,36
1693.jpg,65,33,30,34
1694.jpg,65,34,30,35
1695.jpg,64,35,30,39
1696.jpg,66,37,32,38
1697.jpg,66,35,31,37
1698.jpg,65,36,28,37
1699.jpg,65,39,32,37
1700.jpg,64,32,29,34
1701.jpg,59,31,30,45
1702.jpg,61,32,32,38
1703.jpg,67,35,31,39
1704.jpg,64,38,30,36
1705.jpg,67,36,29,37
1706.jpg,66,39,33,35
1707.jpg,67,40,30,39
1708.jpg,64,37,29,36
1709.jpg,67,37,30,37
1710.jpg,65,34,24,37
1711.jpg,67,39,29,35
1712.jpg,65,35,29,36
1713.jpg,69,46,33,35
1714.jpg,63,41,32,40
1715.jpg,65,33,28,41
1716.jpg,58,41,35,34
1717.jpg,59,29,27,45
1718.jpg,66,36,30,36
1719.jpg,65,36,31,40
1720.jpg,44,42,22,45
1721.jpg,68,34,26,39
1722.jpg,69,34,28,34
1723.jpg,63,37,28,39
1724.jpg,66,31,30,39
1725.jpg,66,40,30,35
1726.jpg,67,37,30,38
1727.jpg,69,38,32,39
1728.jpg,68,43,24,35
1729.jpg,67,37,30,39
1730.jpg,59,39,32,42
1731.jpg,63,36,31,37
1732.jpg,64,36,30,37
1733.jpg,66,34,30,38
1734.jpg,65,40,33,33
1735.jpg,64,41,30,39
1736.jpg,67,29,29,38
1737.jpg,65,38,28,32
1738.jpg,64,42,32,40
1739.jpg,59,39,32,37
1740.jpg,66,35,30,33
1741.jpg,69,35,28,36
1742.jpg,61,31,23,33
1743.jpg,65,40,23,37
1744.jpg,75,33,8,40
1745.jpg,65,37,35,35
1746.jpg,67,37,24,39
1747.jpg,65,36,31,37
1748.jpg,68,38,32,36
1749.jpg,64,34,29,38
1750.jpg,64,38,30,37
1751.jpg,66,42,31,36
1752.jpg,68,31,30,38
1753.jpg,68,37,29,30
1754.jpg,64,34,28,41
1755.jpg,67,34,28,31
1756.jpg,53,33,28,39
1757.jpg,65,36,29,36
1758.jpg,66,35,30,35
1759.jpg,66,39,28,34
1760.jpg,66,34,30,36
1761.jpg,60,35,35,40
1762.jpg,68,35,27,35
1763.jpg,68,35,30,36
1764.jpg,69,42,30,34
1765.jpg,65,36,32,36
1766.jpg,67,29,27,27
1767.jpg,63,39,33,36
1768.jpg,66,36,29,36
1769.jpg,73,27,29,31
1770.jpg,69,40,28,32
1771.jpg,68,37,27,35
1772.jpg,64,33,27,39
1773.jpg,61,39,35,36
1774.jpg,68,37,31,31
1775.jpg,59,34,30,42
1776.jpg,66,39,31,32
1777.jpg,68,41,29,31
1778.jpg,75,44,28,37
1779.jpg,73,44,28,37
1780.jpg,66,39,30,35
1781.jpg,70,41,27,36
1782.jpg,66,35,32,36
1783.jpg,57,40,32,47
1784.jpg,63,34,31,38
1785.jpg,64,34,31,37
1786.jpg,69,37,36,36
1787.jpg,64,35,28,35
1788.jpg,65,37,30,38
1789.jpg,64,35,29,40
1790.jpg,64,36,31,40
1791.jpg,67,35,27,40
1792.jpg,64,33,26,32
1793.jpg,61,32,29,43
1794.jpg,67,35,31,40
1795.jpg,65,38,29,37
1796.jpg,66,33,29,38
1797.jpg,68,37,29,36
1798.jpg,67,36,27,32
1799.jpg,65,38,31,36
1800.jpg,62,38,30,34
1801.jpg,66,34,27,34
1802.jpg,65,34,32,34
1803.jpg,69,37,30,37
1804.jpg,65,36,27,38
1805.jpg,58,38,18,33
1806.jpg,67,33,24,36
1807.jpg,66,33,31,38
1808.jpg,72,38,28,34
1809.jpg,65,40,28,36
1810.jpg,71,33,25,35
1811.jpg,67,39,32,37
1812.jpg,66,34,34,35
1813.jpg,68,35,33,37
1814.jpg,63,38,25,36
1815.jpg,66,35,29,40
1816.jpg,67,37,29,38
1817.jpg,66,38,28,36
1818.jpg,66,40,31,37
1819.jpg,66,37,31,39
1820.jpg,60,38,42,36
1821.jpg,68,38,29,40
1822.jpg,68,40,35,35
1823.jpg,66,34,30,37
1824.jpg,55,34,28,38
1825.jpg,66,35,29,39
1826.jpg,66,37,27,38
1827.jpg,64,35,34,39
1828.jpg,66,36,29,37
1829.jpg,62,39,29,35
1830.jpg,67,37,32,41
1831.jpg,67,34,34,38
1832.jpg,71,38,29,40
1833.jpg,65,40,30,36
1834.jpg,67,36,29,34
1835.jpg,68,32,33,38
1836.jpg,68,38,28,34
1837.jpg,62,37,30,40
1838.jpg,65,40,29,36
1839.jpg,67,38,29,37
1840.jpg,65,37,27,38
1841.jpg,65,38,29,36
1842.jpg,64,35,31,37
1843.jpg,66,33,32,36
1844.jpg,64,36,29,43
1845.jpg,64,36,31,40
1846.jpg,66,34,29,35
1847.jpg,67,36,31,36
1848.jpg,64,38,29,38
1849.jpg,65,38,32,36
1850.jpg,63,38,30,36
1851.jpg,67,36,29,36
1852.jpg,65,36,31,38
1853.jpg,71,38,27,39
1854.jpg,63,44,30,40
1855.jpg,68,41,31,37
1856.jpg,67,35,33,36
1857.jpg,36,39,23,43
1858.jpg,65,36,28,36
1859.jpg,62,37,30,37
1860.jpg,65,36,29,40
1861.jpg,66,33,28,38
1862.jpg,61,37,29,43
1863.jpg,66,43,34,38
1864.jpg,62,30,32,40
1865.jpg,65,36,28,36
1866.jpg,64,36,31,36
1867.jpg,66,35,31,38
1868.jpg,66,35,31,39
1869.jpg,64,36,25,34
1870.jpg,65,38,30,35
1871.jpg,64,35,30,37
1872.jpg,92,63,50,64
1873.jpg,63,37,32,38
1874.jpg,67,37,30,35
1875.jpg,64,38,32,36
1876.jpg,74,65,45,69
1877.jpg,62,37,30,40
1878.jpg,63,31,30,36
1879.jpg,65,35,30,40
1880.jpg,68,37,29,39
1881.jpg,68,42,28,34
1882.jpg,65,37,27,34
1883.jpg,67,37,29,32
1884.jpg,66,36,30,38
1885.jpg,64,35,31,37
1886.jpg,66,37,31,37
1887.jpg,63,39,31,37
1888.jpg,67,38,28,38
1889.jpg,66,36,32,37
1890.jpg,70,40,28,36
1891.jpg,63,37,29,35
1892.jpg,64,39,34,40
1893.jpg,65,35,31,40
1894.jpg,69,34,26,34
1895.jpg,71,41,28,38
1896.jpg,67,34,30,39
1897.jpg,64,36,31,39
1898.jpg,64,38,30,35
1899.jpg,66,37,28,37
1900.jpg,65,35,29,34
1901.jpg,63,36,28,39
1902.jpg,22,55,1,56
1903.jpg,64,40,34,33
1904.jpg,59,36,25,34
1905.jpg,61,33,35,44
1906.jpg,64,39,34,38
1907.jpg,67,35,23,35
1908.jpg,63,36,25,37
1909.jpg,65,44,32,36
1910.jpg,66,39,29,41
1911.jpg,65,36,30,38
1912.jpg,66,42,34,38
1913.jpg,67,34,29,34
1914.jpg,67,38,29,37
1915.jpg,65,35,30,38
1916.jpg,67,34,30,41
1917.jpg,65,36,28,40
1918.jpg,64,36,30,38
1919.jpg,62,42,33,37
1920.jpg,62,34,31,45
1921.jpg,75,35,29,38
1922.jpg,64,38,33,39
1923.jpg,68,35,27,41
1924.jpg,65,37,31,35
