filename,cell_type,xmin,xmax,ymin,ymax
61.jpg,RBC,100,211,363,479
61.jpg,RBC,252,363,116,190
61.jpg,RBC,234,299,1,115
61.jpg,RBC,512,604,80,170
61.jpg,RBC,452,547,350,448
61.jpg,RBC,1,92,241,346
61.jpg,WBC,202,419,181,392
62.jpg,RBC,524,640,279,385
62.jpg,RBC,419,530,252,354
62.jpg,RBC,542,640,134,242
62.jpg,RBC,1,56,202,305
62.jpg,RBC,214,325,148,262
62.jpg,RBC,293,426,62,180
62.jpg,RBC,448,553,394,480
62.jpg,RBC,429,531,75,183
62.jpg,RBC,104,218,221,331
62.jpg,WBC,170,454,268,480
63.jpg,RBC,214,310,350,453
63.jpg,RBC,439,524,294,382
63.jpg,RBC,103,224,220,322
63.jpg,RBC,273,389,214,303
63.jpg,RBC,525,630,283,368
63.jpg,RBC,504,619,395,480
63.jpg,RBC,93,204,413,480
63.jpg,RBC,7,125,353,440
63.jpg,RBC,373,470,116,221
63.jpg,RBC,464,551,122,229
63.jpg,RBC,288,375,84,191
63.jpg,RBC,335,445,273,366
63.jpg,RBC,569,640,195,286
63.jpg,RBC,395,508,389,480
63.jpg,WBC,62,294,7,225
64.jpg,RBC,446,530,143,255
64.jpg,RBC,444,528,287,399
64.jpg,RBC,544,628,80,192
64.jpg,RBC,445,543,1,113
64.jpg,RBC,186,303,39,129
64.jpg,RBC,71,183,369,463
64.jpg,RBC,17,152,115,198
64.jpg,RBC,336,436,102,214
64.jpg,RBC,348,457,180,277
64.jpg,WBC,185,441,213,436
65.jpg,WBC,278,383,147,259
65.jpg,Platelets,207,240,214,242
65.jpg,Platelets,258,291,263,291
65.jpg,Platelets,12,40,277,311
65.jpg,RBC,32,163,102,230
65.jpg,RBC,19,114,1,90
65.jpg,RBC,1,95,25,115
65.jpg,RBC,110,226,25,117
65.jpg,RBC,199,314,1,92
65.jpg,RBC,377,485,273,373
65.jpg,RBC,416,506,379,480
65.jpg,RBC,269,359,379,480
65.jpg,RBC,392,494,177,276
65.jpg,RBC,478,560,47,136
65.jpg,RBC,552,640,1,96
65.jpg,RBC,290,394,268,375
65.jpg,RBC,232,336,298,405
65.jpg,RBC,139,248,318,419
65.jpg,RBC,296,392,51,142
65.jpg,RBC,371,467,75,166
65.jpg,RBC,439,546,1,45
66.jpg,RBC,209,313,347,436
66.jpg,RBC,285,405,278,376
66.jpg,RBC,106,215,269,389
66.jpg,RBC,103,204,170,276
66.jpg,RBC,52,150,78,181
66.jpg,RBC,504,602,303,406
66.jpg,RBC,403,507,155,262
66.jpg,RBC,294,403,145,251
66.jpg,RBC,361,470,360,466
66.jpg,RBC,28,137,255,361
66.jpg,RBC,34,143,1,62
67.jpg,WBC,76,217,106,228
67.jpg,WBC,498,639,304,480
67.jpg,Platelets,177,211,76,115
67.jpg,Platelets,61,95,441,480
67.jpg,RBC,17,144,330,428
67.jpg,RBC,107,234,345,443
67.jpg,RBC,86,213,223,321
67.jpg,RBC,31,158,208,306
67.jpg,RBC,367,494,286,384
67.jpg,RBC,346,473,175,273
67.jpg,RBC,296,423,46,144
67.jpg,RBC,417,511,84,188
67.jpg,RBC,4,98,1,104
67.jpg,RBC,1,77,97,200
67.jpg,RBC,564,640,49,167
67.jpg,RBC,507,623,126,245
68.jpg,RBC,51,138,159,267
68.jpg,RBC,210,332,274,382
68.jpg,RBC,515,605,186,288
68.jpg,RBC,423,528,161,265
68.jpg,RBC,359,480,377,480
68.jpg,RBC,254,378,409,480
68.jpg,RBC,146,237,409,480
68.jpg,RBC,69,148,424,480
68.jpg,RBC,115,210,89,172
68.jpg,RBC,209,319,1,83
68.jpg,RBC,101,204,1,70
68.jpg,RBC,355,458,1,70
68.jpg,RBC,498,580,357,455
68.jpg,RBC,384,478,286,378
68.jpg,RBC,476,579,84,181
68.jpg,WBC,210,390,79,268
68.jpg,Platelets,26,96,277,340
69.jpg,RBC,395,495,222,322
69.jpg,RBC,47,138,116,212
69.jpg,RBC,140,221,105,211
69.jpg,RBC,83,177,372,456
69.jpg,RBC,469,518,272,419
69.jpg,RBC,535,631,289,383
69.jpg,RBC,353,474,309,416
69.jpg,RBC,483,577,96,186
69.jpg,RBC,529,628,87,173
69.jpg,RBC,357,451,67,164
69.jpg,RBC,19,105,257,352
69.jpg,RBC,11,102,305,397
69.jpg,RBC,283,358,102,206
69.jpg,WBC,127,343,251,439
70.jpg,RBC,509,614,177,291
70.jpg,RBC,448,563,1,102
70.jpg,RBC,340,453,261,371
70.jpg,RBC,239,344,364,471
70.jpg,RBC,123,228,362,469
70.jpg,RBC,137,242,44,151
70.jpg,RBC,212,326,149,259
70.jpg,RBC,458,562,275,374
70.jpg,RBC,415,519,332,431
70.jpg,WBC,1,176,60,304
71.jpg,RBC,158,244,156,254
71.jpg,RBC,98,184,156,254
71.jpg,RBC,146,243,350,447
71.jpg,RBC,324,421,383,480
71.jpg,RBC,257,340,224,338
71.jpg,RBC,513,612,266,378
71.jpg,RBC,578,640,86,196
71.jpg,WBC,318,540,187,379
71.jpg,RBC,137,242,69,164
71.jpg,RBC,238,343,54,149
71.jpg,RBC,299,413,22,118
72.jpg,RBC,106,215,282,409
72.jpg,RBC,402,518,152,259
72.jpg,RBC,462,554,68,178
72.jpg,RBC,323,438,87,201
72.jpg,RBC,524,617,275,387
72.jpg,RBC,24,110,306,410
72.jpg,RBC,115,218,111,214
72.jpg,RBC,33,165,201,293
72.jpg,RBC,226,337,1,64
72.jpg,RBC,362,496,344,463
72.jpg,Platelets,225,268,194,233
72.jpg,Platelets,510,549,430,465
72.jpg,WBC,192,363,256,417
73.jpg,WBC,42,277,183,381
73.jpg,RBC,398,519,222,330
73.jpg,RBC,505,626,103,211
73.jpg,RBC,366,472,315,413
73.jpg,RBC,456,562,312,410
73.jpg,RBC,524,630,250,348
73.jpg,RBC,534,640,335,433
73.jpg,RBC,353,459,43,141
73.jpg,RBC,316,422,43,141
73.jpg,RBC,265,371,25,123
73.jpg,RBC,221,327,18,116
73.jpg,RBC,109,221,1,85
73.jpg,RBC,1,96,166,299
73.jpg,RBC,263,365,402,480
73.jpg,RBC,178,280,402,480
73.jpg,RBC,1,102,1,77
73.jpg,RBC,196,313,135,215
73.jpg,RBC,447,607,392,480
73.jpg,RBC,148,234,62,172
73.jpg,RBC,438,564,1,85
74.jpg,RBC,539,640,53,154
74.jpg,RBC,393,511,334,437
74.jpg,RBC,501,618,278,406
74.jpg,RBC,423,543,1,115
74.jpg,RBC,331,442,76,168
74.jpg,RBC,312,439,176,302
74.jpg,RBC,10,117,196,292
74.jpg,RBC,113,231,153,271
74.jpg,RBC,249,364,133,229
74.jpg,WBC,57,345,278,480
75.jpg,RBC,343,454,130,231
75.jpg,RBC,329,440,262,363
75.jpg,RBC,365,476,354,455
75.jpg,RBC,143,254,75,176
75.jpg,RBC,72,153,18,99
75.jpg,RBC,142,243,250,349
75.jpg,RBC,67,168,271,370
75.jpg,RBC,130,235,348,440
75.jpg,RBC,469,574,81,173
75.jpg,RBC,444,566,254,355
75.jpg,RBC,535,640,162,284
75.jpg,RBC,348,453,7,99
75.jpg,RBC,388,493,18,110
75.jpg,RBC,529,634,327,419
75.jpg,WBC,1,147,81,294
75.jpg,Platelets,174,212,203,250
76.jpg,RBC,239,342,265,357
76.jpg,RBC,168,271,1,92
76.jpg,RBC,375,479,102,211
76.jpg,RBC,498,621,114,236
76.jpg,RBC,197,309,92,193
76.jpg,RBC,3,112,76,175
76.jpg,RBC,356,457,210,324
76.jpg,RBC,78,192,163,287
76.jpg,RBC,468,583,317,435
76.jpg,RBC,106,209,388,480
76.jpg,Platelets,146,200,325,368
76.jpg,Platelets,217,260,247,290
76.jpg,Platelets,340,385,300,346
76.jpg,WBC,300,459,353,480
77.jpg,RBC,330,439,15,100
77.jpg,RBC,236,337,20,131
77.jpg,RBC,319,405,231,327
77.jpg,RBC,487,594,143,265
77.jpg,RBC,280,366,407,480
77.jpg,RBC,211,297,407,480
77.jpg,RBC,555,640,304,415
77.jpg,RBC,422,540,283,388
77.jpg,RBC,77,186,1,85
77.jpg,RBC,36,126,12,105
77.jpg,WBC,153,275,134,258
77.jpg,Platelets,601,634,105,146
77.jpg,Platelets,618,640,154,195
77.jpg,Platelets,535,568,381,422
78.jpg,RBC,4,110,376,475
78.jpg,RBC,294,400,50,149
78.jpg,RBC,146,231,208,286
78.jpg,RBC,485,584,308,407
78.jpg,RBC,567,640,193,294
78.jpg,RBC,429,528,65,164
78.jpg,RBC,524,623,15,106
78.jpg,RBC,337,441,1,96
78.jpg,RBC,37,139,142,256
78.jpg,RBC,61,192,38,176
78.jpg,RBC,136,216,395,476
78.jpg,RBC,435,548,180,266
78.jpg,RBC,435,527,426,477
78.jpg,RBC,598,640,60,152
78.jpg,WBC,253,439,255,430
78.jpg,Platelets,266,304,54,83
78.jpg,Platelets,1,29,250,282
79.jpg,RBC,364,494,41,165
79.jpg,RBC,493,623,146,270
79.jpg,RBC,284,393,202,290
79.jpg,RBC,260,373,17,90
79.jpg,RBC,83,171,206,284
79.jpg,RBC,108,210,66,151
79.jpg,RBC,214,301,372,474
79.jpg,RBC,139,226,287,378
79.jpg,RBC,114,216,386,473
79.jpg,RBC,1,102,83,183
79.jpg,WBC,268,468,283,455
79.jpg,Platelets,248,278,59,88
79.jpg,Platelets,468,503,49,85
80.jpg,RBC,495,605,100,187
80.jpg,RBC,407,516,88,179
80.jpg,RBC,351,465,195,307
80.jpg,RBC,373,479,386,480
80.jpg,RBC,127,233,1,93
80.jpg,RBC,296,402,86,179
80.jpg,RBC,129,235,347,440
80.jpg,WBC,192,296,223,329
81.jpg,RBC,8,117,119,222
81.jpg,RBC,276,385,1,103
81.jpg,RBC,408,521,40,152
81.jpg,RBC,550,640,218,326
81.jpg,RBC,441,540,234,332
81.jpg,RBC,261,369,161,266
81.jpg,RBC,264,371,238,360
81.jpg,RBC,203,321,318,409
81.jpg,RBC,286,405,375,480
81.jpg,RBC,111,250,158,296
81.jpg,RBC,457,593,124,242
81.jpg,RBC,213,322,77,180
81.jpg,WBC,389,604,341,480
82.jpg,RBC,73,181,30,134
82.jpg,RBC,41,147,133,254
82.jpg,RBC,260,366,321,442
82.jpg,RBC,107,209,360,449
82.jpg,RBC,146,248,372,461
82.jpg,RBC,1,79,267,371
82.jpg,RBC,366,458,254,350
82.jpg,RBC,406,513,139,235
82.jpg,RBC,431,538,1,96
82.jpg,RBC,279,386,26,122
82.jpg,RBC,488,600,53,162
82.jpg,WBC,170,393,122,327
83.jpg,RBC,1,70,276,379
83.jpg,RBC,182,310,355,458
83.jpg,RBC,101,199,222,327
83.jpg,RBC,515,620,177,293
83.jpg,RBC,358,453,402,480
83.jpg,RBC,71,179,399,480
83.jpg,RBC,1,92,1,103
83.jpg,RBC,405,509,191,294
83.jpg,RBC,189,317,242,350
83.jpg,RBC,301,418,314,417
83.jpg,RBC,98,177,163,236
83.jpg,WBC,206,437,51,272
84.jpg,RBC,178,278,350,438
84.jpg,RBC,162,262,141,229
84.jpg,RBC,205,314,30,143
84.jpg,RBC,95,198,1,81
84.jpg,RBC,287,389,260,367
84.jpg,RBC,448,550,128,235
84.jpg,RBC,430,525,243,337
84.jpg,RBC,423,518,385,480
84.jpg,RBC,369,434,18,87
84.jpg,RBC,2,98,57,137
84.jpg,RBC,353,454,123,224
84.jpg,RBC,22,122,154,242
84.jpg,WBC,1,161,264,414
84.jpg,Platelets,533,580,108,151
84.jpg,RBC,79,180,168,279
85.jpg,RBC,480,589,2,93
85.jpg,RBC,347,455,199,314
85.jpg,RBC,494,578,357,466
85.jpg,RBC,549,633,81,190
85.jpg,RBC,383,491,353,468
85.jpg,RBC,347,453,1,96
85.jpg,RBC,55,182,77,191
85.jpg,RBC,254,368,28,129
85.jpg,RBC,5,127,198,299
85.jpg,RBC,403,512,165,285
85.jpg,RBC,408,505,264,367
85.jpg,WBC,1,225,332,479
85.jpg,Platelets,509,555,182,223
86.jpg,RBC,462,597,368,462
86.jpg,RBC,376,510,104,208
86.jpg,RBC,219,347,224,315
86.jpg,RBC,124,222,286,390
86.jpg,RBC,69,174,393,479
86.jpg,RBC,219,327,325,425
86.jpg,RBC,293,416,291,409
86.jpg,RBC,362,470,203,303
86.jpg,RBC,35,131,1,115
86.jpg,RBC,461,561,195,296
86.jpg,RBC,374,482,1,100
86.jpg,RBC,1,76,110,242
86.jpg,WBC,117,355,18,235
87.jpg,RBC,379,486,136,246
87.jpg,RBC,474,581,168,278
87.jpg,RBC,388,495,300,410
87.jpg,RBC,266,373,331,441
87.jpg,RBC,201,308,361,471
87.jpg,RBC,19,141,297,404
87.jpg,RBC,359,495,21,124
87.jpg,RBC,1,92,58,159
87.jpg,RBC,219,355,33,136
87.jpg,RBC,133,240,281,391
87.jpg,RBC,505,612,328,438
87.jpg,RBC,487,594,1,105
87.jpg,RBC,11,138,406,480
87.jpg,WBC,174,357,130,313
88.jpg,WBC,196,345,257,411
88.jpg,WBC,1,121,40,154
88.jpg,RBC,68,209,371,473
88.jpg,RBC,69,154,288,383
88.jpg,RBC,409,517,54,161
88.jpg,RBC,49,157,142,249
88.jpg,RBC,207,315,59,166
88.jpg,RBC,170,278,145,252
88.jpg,RBC,301,409,23,130
88.jpg,RBC,503,611,168,275
88.jpg,RBC,520,628,94,201
88.jpg,RBC,505,613,30,137
88.jpg,RBC,516,622,415,480
88.jpg,RBC,1,79,323,435
88.jpg,Platelets,520,555,377,413
88.jpg,Platelets,561,596,366,402
88.jpg,Platelets,353,388,434,470
88.jpg,Platelets,114,150,126,157
88.jpg,RBC,387,482,319,412
88.jpg,Platelets,502,537,310,346
89.jpg,RBC,316,426,202,276
89.jpg,RBC,370,460,17,123
89.jpg,RBC,176,291,2,113
89.jpg,RBC,1,97,232,364
89.jpg,RBC,88,192,217,324
89.jpg,RBC,202,304,194,283
89.jpg,RBC,380,476,273,389
89.jpg,RBC,470,560,214,363
89.jpg,RBC,559,640,212,358
89.jpg,RBC,513,625,75,177
89.jpg,RBC,354,467,116,204
89.jpg,RBC,396,509,392,480
89.jpg,Platelets,127,167,156,201
89.jpg,WBC,132,355,274,480
90.jpg,RBC,119,233,394,479
90.jpg,RBC,187,301,1,85
90.jpg,RBC,501,607,230,326
90.jpg,RBC,520,626,384,480
90.jpg,RBC,299,414,175,281
90.jpg,RBC,96,211,21,127
90.jpg,RBC,45,160,119,225
90.jpg,RBC,47,155,263,386
90.jpg,RBC,534,640,295,390
90.jpg,RBC,429,535,140,235
90.jpg,WBC,167,296,83,206
90.jpg,WBC,375,471,348,439
91.jpg,RBC,372,499,64,195
91.jpg,RBC,421,545,267,367
91.jpg,RBC,95,211,174,270
91.jpg,RBC,293,399,194,284
91.jpg,RBC,328,456,1,71
91.jpg,RBC,88,190,57,158
91.jpg,RBC,534,639,22,127
91.jpg,RBC,483,582,100,222
91.jpg,RBC,529,621,411,480
91.jpg,RBC,173,262,3,103
91.jpg,Platelets,87,137,406,449
91.jpg,WBC,209,460,267,480
92.jpg,WBC,421,541,302,420
92.jpg,RBC,187,291,107,225
92.jpg,RBC,272,375,89,180
92.jpg,RBC,251,354,175,266
92.jpg,RBC,268,371,199,290
92.jpg,RBC,529,636,130,252
92.jpg,RBC,553,640,191,296
92.jpg,RBC,479,566,215,320
92.jpg,RBC,448,535,186,291
92.jpg,RBC,410,497,177,282
92.jpg,RBC,362,449,156,261
92.jpg,RBC,520,607,33,138
92.jpg,RBC,479,566,26,131
92.jpg,RBC,389,476,15,120
92.jpg,RBC,96,183,382,471
92.jpg,RBC,14,101,320,409
92.jpg,RBC,17,104,76,165
92.jpg,RBC,14,115,136,238
92.jpg,RBC,37,138,171,273
92.jpg,RBC,48,147,5,81
92.jpg,RBC,113,212,13,89
92.jpg,RBC,126,225,31,107
92.jpg,RBC,543,640,335,440
92.jpg,RBC,331,424,436,480
92.jpg,RBC,179,292,305,411
92.jpg,RBC,145,258,241,347
92.jpg,RBC,95,208,224,330
92.jpg,Platelets,132,174,111,157
92.jpg,Platelets,364,397,63,101
92.jpg,RBC,1,102,248,347
93.jpg,RBC,241,358,95,213
93.jpg,RBC,387,504,296,414
93.jpg,RBC,485,602,332,450
93.jpg,RBC,526,640,127,226
93.jpg,RBC,555,640,225,344
93.jpg,RBC,439,544,202,299
93.jpg,RBC,407,512,89,186
93.jpg,RBC,434,539,2,99
93.jpg,RBC,107,212,28,125
93.jpg,WBC,185,403,282,480
93.jpg,WBC,1,216,125,377
94.jpg,RBC,253,391,385,480
94.jpg,RBC,410,529,121,215
94.jpg,RBC,553,640,166,260
94.jpg,RBC,295,387,189,285
94.jpg,RBC,169,256,386,480
94.jpg,RBC,222,306,288,373
94.jpg,RBC,24,143,1,91
94.jpg,RBC,111,206,237,323
94.jpg,RBC,545,640,261,347
94.jpg,RBC,562,640,351,437
94.jpg,RBC,365,444,201,276
94.jpg,WBC,211,353,49,177
94.jpg,Platelets,263,293,194,223
94.jpg,Platelets,513,543,220,249
95.jpg,RBC,400,511,263,350
95.jpg,RBC,393,504,346,433
95.jpg,RBC,332,440,45,153
95.jpg,RBC,148,256,17,125
95.jpg,RBC,54,146,361,450
95.jpg,RBC,43,127,205,311
95.jpg,RBC,325,438,153,266
95.jpg,RBC,468,581,156,269
95.jpg,RBC,104,196,289,378
95.jpg,WBC,172,407,275,480
95.jpg,Platelets,198,267,235,293
95.jpg,Platelets,315,357,1,36
96.jpg,RBC,91,194,3,109
96.jpg,RBC,92,188,150,259
96.jpg,RBC,469,581,54,150
96.jpg,RBC,377,489,316,412
96.jpg,RBC,98,185,367,455
96.jpg,RBC,16,103,34,122
96.jpg,RBC,289,376,311,399
96.jpg,RBC,522,627,407,478
96.jpg,WBC,435,577,194,329
96.jpg,Platelets,464,507,136,174
97.jpg,RBC,76,180,319,422
97.jpg,RBC,137,246,259,369
97.jpg,RBC,237,354,297,406
97.jpg,RBC,236,353,383,480
97.jpg,RBC,361,480,341,452
97.jpg,RBC,455,574,178,289
97.jpg,RBC,330,457,222,341
97.jpg,RBC,25,136,182,285
97.jpg,RBC,43,155,81,180
97.jpg,RBC,71,179,1,82
97.jpg,RBC,415,507,96,187
97.jpg,RBC,477,569,87,178
97.jpg,RBC,548,640,1,91
97.jpg,RBC,453,546,1,87
97.jpg,RBC,533,640,327,440
97.jpg,RBC,430,557,288,408
97.jpg,WBC,143,400,11,196
98.jpg,RBC,115,226,345,427
98.jpg,RBC,1,112,318,400
98.jpg,RBC,265,344,377,476
98.jpg,RBC,9,130,89,194
98.jpg,RBC,84,205,166,271
98.jpg,RBC,499,620,172,277
98.jpg,RBC,431,552,159,264
98.jpg,RBC,287,384,203,284
98.jpg,RBC,32,154,1,94
98.jpg,RBC,531,613,68,172
98.jpg,RBC,536,639,332,455
98.jpg,RBC,388,488,408,480
98.jpg,Platelets,217,256,73,115
98.jpg,Platelets,519,562,36,85
98.jpg,WBC,251,458,1,173
99.jpg,RBC,38,149,197,320
99.jpg,RBC,31,143,73,174
99.jpg,RBC,108,202,45,141
99.jpg,RBC,378,472,136,232
99.jpg,RBC,166,282,290,379
99.jpg,RBC,42,158,391,480
99.jpg,RBC,524,640,62,158
99.jpg,RBC,243,373,203,319
99.jpg,RBC,306,411,341,447
99.jpg,RBC,516,633,158,263
99.jpg,WBC,173,387,1,131
100.jpg,WBC,107,270,212,347
100.jpg,RBC,245,370,86,198
100.jpg,RBC,47,140,165,259
100.jpg,RBC,12,145,76,179
100.jpg,RBC,195,296,346,447
100.jpg,RBC,120,221,358,459
100.jpg,RBC,83,184,356,457
100.jpg,RBC,15,116,356,457
100.jpg,RBC,310,411,309,410
100.jpg,RBC,417,518,304,405
100.jpg,RBC,485,586,197,298
100.jpg,RBC,474,589,2,111
100.jpg,RBC,358,474,1,95
100.jpg,RBC,111,227,1,95
100.jpg,RBC,131,247,77,172
100.jpg,Platelets,1,45,19,61
100.jpg,Platelets,548,583,293,324
100.jpg,RBC,377,502,171,283
100.jpg,RBC,487,574,391,480
101.jpg,RBC,349,499,120,206
101.jpg,RBC,343,437,272,357
101.jpg,RBC,184,283,292,378
101.jpg,RBC,253,352,240,326
101.jpg,RBC,408,505,282,393
101.jpg,RBC,143,240,189,290
101.jpg,RBC,305,404,43,129
101.jpg,RBC,373,472,21,107
101.jpg,RBC,458,559,50,160
101.jpg,RBC,1,94,197,285
101.jpg,RBC,1,70,2,103
101.jpg,RBC,8,110,386,462
101.jpg,RBC,558,640,167,251
101.jpg,RBC,558,640,319,403
101.jpg,RBC,479,577,415,480
101.jpg,RBC,101,201,120,224
101.jpg,WBC,135,281,1,104
101.jpg,Platelets,45,74,185,211
102.jpg,RBC,484,613,195,303
102.jpg,RBC,525,637,299,396
102.jpg,RBC,96,227,157,244
102.jpg,RBC,181,181,329,329
102.jpg,RBC,256,376,200,307
102.jpg,RBC,523,640,1,119
102.jpg,RBC,32,133,5,98
102.jpg,RBC,132,201,22,145
102.jpg,RBC,338,429,325,444
102.jpg,Platelets,1,48,361,410
102.jpg,Platelets,70,118,206,255
102.jpg,WBC,183,425,1,153
103.jpg,RBC,122,243,270,377
103.jpg,RBC,2,123,128,235
103.jpg,RBC,240,361,39,146
103.jpg,RBC,354,462,79,179
103.jpg,RBC,437,545,43,143
103.jpg,RBC,484,591,128,230
103.jpg,RBC,118,221,1,93
103.jpg,RBC,229,349,165,255
103.jpg,RBC,545,640,41,136
103.jpg,RBC,313,424,196,290
103.jpg,RBC,206,316,223,329
103.jpg,RBC,181,276,338,438
103.jpg,RBC,440,574,227,295
103.jpg,WBC,364,521,289,432
103.jpg,Platelets,271,308,413,447
103.jpg,Platelets,543,574,349,378
104.jpg,RBC,156,256,112,206
104.jpg,RBC,168,270,374,477
104.jpg,RBC,238,320,228,284
104.jpg,RBC,456,564,161,251
104.jpg,RBC,537,640,299,414
104.jpg,RBC,61,185,63,145
104.jpg,RBC,7,107,420,480
104.jpg,Platelets,38,87,129,179
104.jpg,Platelets,281,326,182,225
104.jpg,Platelets,585,624,419,456
104.jpg,Platelets,507,547,340,377
104.jpg,WBC,15,209,181,362
105.jpg,WBC,124,328,1,172
106.jpg,RBC,227,329,265,359
106.jpg,RBC,48,159,211,306
106.jpg,RBC,136,271,167,282
106.jpg,RBC,388,500,275,386
106.jpg,RBC,491,606,286,387
106.jpg,RBC,342,448,92,188
106.jpg,RBC,427,533,78,174
106.jpg,RBC,425,531,170,266
106.jpg,RBC,123,229,78,174
106.jpg,RBC,30,138,61,166
106.jpg,RBC,555,640,31,129
106.jpg,RBC,247,346,386,475
106.jpg,WBC,193,408,1,123
106.jpg,Platelets,15,49,53,92
106.jpg,Platelets,487,526,406,439
107.jpg,RBC,191,300,367,479
107.jpg,RBC,406,515,366,478
107.jpg,RBC,93,212,208,324
107.jpg,RBC,305,424,79,195
107.jpg,RBC,529,640,197,311
107.jpg,WBC,1,222,11,221
107.jpg,Platelets,216,249,113,153
107.jpg,Platelets,292,323,130,164
108.jpg,RBC,211,321,345,417
108.jpg,RBC,385,495,125,240
108.jpg,RBC,249,359,112,227
108.jpg,RBC,487,604,159,275
108.jpg,RBC,204,319,1,103
108.jpg,RBC,67,151,286,383
108.jpg,RBC,475,566,403,480
108.jpg,RBC,308,426,403,480
108.jpg,RBC,26,129,59,169
108.jpg,RBC,1,80,20,146
108.jpg,WBC,306,451,236,374
108.jpg,Platelets,304,333,217,253
109.jpg,RBC,235,349,23,127
109.jpg,RBC,388,488,147,243
109.jpg,RBC,482,598,218,338
109.jpg,RBC,359,475,259,379
109.jpg,RBC,34,148,172,243
109.jpg,RBC,283,374,365,450
109.jpg,RBC,291,382,299,384
109.jpg,RBC,29,120,394,479
109.jpg,RBC,531,622,339,424
109.jpg,WBC,1,94,224,351
109.jpg,Platelets,15,55,107,145
109.jpg,Platelets,359,393,120,157
109.jpg,Platelets,322,356,110,147
109.jpg,Platelets,382,423,89,128
110.jpg,RBC,110,230,213,332
110.jpg,RBC,230,344,227,335
110.jpg,RBC,185,281,1,101
110.jpg,RBC,55,180,95,212
110.jpg,RBC,36,133,150,256
110.jpg,RBC,20,123,334,454
110.jpg,RBC,352,455,228,324
110.jpg,RBC,457,574,187,300
110.jpg,RBC,361,478,330,443
110.jpg,RBC,128,245,355,468
110.jpg,RBC,566,640,274,386
110.jpg,RBC,445,565,253,352
110.jpg,RBC,309,428,327,417
110.jpg,RBC,415,534,1,90
110.jpg,WBC,258,467,34,245
111.jpg,Platelets,106,146,109,139
111.jpg,Platelets,331,379,102,142
112.jpg,RBC,225,324,233,324
112.jpg,RBC,483,562,222,302
112.jpg,RBC,358,467,181,287
112.jpg,RBC,335,444,369,475
112.jpg,RBC,221,330,352,458
112.jpg,RBC,378,488,279,378
112.jpg,RBC,423,511,32,125
112.jpg,RBC,515,629,289,384
112.jpg,RBC,22,129,73,171
112.jpg,RBC,125,224,75,166
112.jpg,RBC,224,327,18,124
112.jpg,RBC,326,427,73,190
112.jpg,RBC,554,640,40,165
112.jpg,RBC,143,242,1,65
112.jpg,WBC,1,219,201,422
113.jpg,RBC,19,129,2,114
113.jpg,RBC,1,99,176,293
113.jpg,RBC,187,283,56,152
113.jpg,RBC,298,418,182,275
113.jpg,RBC,396,516,249,342
113.jpg,RBC,520,640,9,102
113.jpg,RBC,29,149,305,398
113.jpg,RBC,520,640,107,221
113.jpg,RBC,110,196,172,260
113.jpg,WBC,211,422,248,479
114.jpg,RBC,398,519,290,416
114.jpg,RBC,141,275,240,366
114.jpg,RBC,1,120,189,278
114.jpg,RBC,1,86,373,480
114.jpg,RBC,125,247,15,124
114.jpg,RBC,105,227,122,231
114.jpg,RBC,276,388,394,479
114.jpg,RBC,539,624,12,95
114.jpg,RBC,354,485,20,134
114.jpg,RBC,256,369,1,104
114.jpg,RBC,321,431,271,378
114.jpg,WBC,210,438,92,297
115.jpg,WBC,145,361,4,240
115.jpg,RBC,353,428,135,232
115.jpg,RBC,354,448,12,128
115.jpg,RBC,440,540,78,160
115.jpg,RBC,537,638,47,144
115.jpg,RBC,435,538,1,75
115.jpg,RBC,411,522,359,459
115.jpg,RBC,266,374,409,480
115.jpg,RBC,1,134,396,480
115.jpg,RBC,1,102,272,379
115.jpg,RBC,62,165,62,169
115.jpg,RBC,248,351,201,308
115.jpg,RBC,91,204,300,391
115.jpg,RBC,564,640,140,240
115.jpg,Platelets,291,337,373,410
115.jpg,RBC,373,484,202,302
116.jpg,RBC,381,475,191,287
116.jpg,RBC,144,255,150,249
116.jpg,RBC,115,226,214,332
116.jpg,RBC,410,521,244,362
116.jpg,RBC,508,601,128,239
116.jpg,RBC,433,534,12,121
116.jpg,RBC,539,640,359,468
116.jpg,RBC,545,640,263,357
116.jpg,RBC,52,147,330,424
116.jpg,RBC,291,408,22,112
116.jpg,RBC,225,343,361,460
116.jpg,RBC,384,502,401,480
116.jpg,RBC,27,140,1,67
116.jpg,RBC,536,640,1,77
116.jpg,RBC,137,232,338,448
116.jpg,WBC,224,384,229,345
116.jpg,Platelets,336,368,156,184
116.jpg,Platelets,385,418,66,97
117.jpg,WBC,193,387,92,285
117.jpg,RBC,17,134,298,402
117.jpg,RBC,64,175,372,479
117.jpg,RBC,119,230,330,437
117.jpg,RBC,169,259,265,374
117.jpg,RBC,191,281,291,400
117.jpg,RBC,213,303,305,414
117.jpg,RBC,247,337,315,424
117.jpg,RBC,495,601,300,402
117.jpg,RBC,534,640,371,473
117.jpg,RBC,510,616,7,109
117.jpg,RBC,515,639,44,152
117.jpg,RBC,18,142,124,232
117.jpg,RBC,70,194,63,171
117.jpg,RBC,19,143,29,137
117.jpg,RBC,270,392,1,71
117.jpg,RBC,254,340,427,480
117.jpg,RBC,298,381,434,480
118.jpg,RBC,173,270,194,292
118.jpg,RBC,359,456,214,312
118.jpg,RBC,415,512,230,328
